SID,grade,clock,cohort,LD33,SS
6996256,7,1,6,Always,227
825565,8,2,5,Sometimes,220
7769067,8,2,7,Always,214
8170673,8,2,7,Never,237
6881025,8,2,5,Never,249
10393188,8,2,7,Never,230
7947372,6,0,7,Never,230
8318751,7,1,7,Never,244
6578179,6,0,6,Never,210
7791968,8,2,7,Never,240
4402618,8,2,5,Never,233
6875831,6,0,6,Never,241
7047304,8,2,6,Never,236
7100876,8,2,6,Never,243
6665640,8,2,6,Never,237
6313159,7,1,6,Never,233
2802783,7,1,5,Never,246
5957133,7,1,5,Never,230
2309726,7,1,5,Never,230
7173997,6,0,6,Never,231
9418776,7,1,7,Never,243
3118304,7,1,5,Never,222
6729517,8,2,5,Never,227
8212368,8,2,7,Never,235
8053421,8,2,7,Never,264
5098033,7,1,5,Never,222
7852215,7,1,6,Never,234
2721570,8,2,5,Never,247
4938607,6,0,5,Never,227
1626337,7,1,5,Never,237
11889039,8,2,6,Never,235
7906803,8,2,7,Never,241
7181590,8,2,5,Never,234
2969831,6,0,7,Never,233
10576614,8,2,7,Never,240
4562895,6,0,5,Never,221
7769164,8,2,6,Never,235
6439888,8,2,5,Never,221
6541046,7,1,6,Never,224
6121527,8,2,5,Never,253
6604951,7,1,6,Never,237
8125236,6,0,7,Never,222
7117973,6,0,6,Never,225
8104735,7,1,7,Never,236
1127659,8,2,5,Never,251
6850286,7,1,6,Always,219
4091361,8,2,5,Never,234
8157391,6,0,6,Never,224
7737963,7,1,7,Never,237
7824653,8,2,5,Never,239
10652485,8,2,6,Never,236
6569900,6,0,6,Never,230
9662197,8,2,7,Never,237
7847408,6,0,7,Never,224
9091432,8,2,7,Never,231
6706681,7,1,6,Never,223
7303181,6,0,6,Never,227
8251711,8,2,7,Never,217
6527043,7,1,6,Never,224
6808743,7,1,6,Never,218
7211155,8,2,6,Always,226
10344292,7,1,7,Sometimes,224
3705854,7,1,5,Never,240
4900561,6,0,5,Never,203
8126593,8,2,7,Never,240
5477581,7,1,5,Never,238
8817766,7,1,7,Never,228
6610374,7,1,6,Sometimes,215
7233930,6,0,6,Never,224
1172522,7,1,5,Never,221
6601561,8,2,6,Never,227
8343683,6,0,7,Never,233
7089961,7,1,6,Never,224
6685544,7,1,6,Never,231
1560344,6,0,5,Never,223
1140787,8,2,5,Never,233
6925847,6,0,6,Never,225
8221774,7,1,7,Never,234
8532303,7,1,5,Never,235
1071971,7,1,5,Never,235
10446044,8,2,6,Never,236
12103357,7,1,6,Never,237
8243107,8,2,6,Never,264
9571728,7,1,6,Never,230
6915329,7,1,6,Sometimes,221
6825427,7,1,5,Never,230
1044141,6,0,5,Never,225
3776530,6,0,6,Sometimes,208
8042926,6,0,7,Never,235
8117780,8,2,6,Never,233
7717814,8,2,7,Never,244
7847548,8,2,7,Never,261
4073533,7,1,5,Never,248
2707756,6,0,5,Never,231
6554377,6,0,6,Never,243
11717033,6,0,6,Never,224
7998244,7,1,7,Never,238
2775743,7,1,5,Never,221
4144392,8,2,5,Never,233
8181705,8,2,7,Never,239
6920977,8,2,6,Never,224
6891357,7,1,6,Never,252
4114213,8,2,5,Never,231
4688538,6,0,5,Never,230
2901242,7,1,5,Never,247
11377178,7,1,7,Never,234
1973169,6,0,5,Never,219
5654467,8,2,5,Never,245
7872542,7,1,7,Never,223
1560344,7,1,5,Never,219
12226661,7,1,6,Never,233
11291788,8,2,7,Sometimes,227
10068570,7,1,7,Never,227
9196013,6,0,7,Never,244
9161872,6,0,7,Never,223
7357117,7,1,6,Never,236
8634777,8,2,5,Never,237
7746202,8,2,7,Never,235
2241765,6,0,5,Never,215
7648677,8,2,7,Always,226
3839877,6,0,5,Never,227
12604313,6,0,6,Never,232
502154,6,0,5,Never,220
1602152,8,2,5,Never,232
502154,8,2,5,Never,237
7960565,7,1,7,Never,228
4901231,8,2,5,Never,219
2448661,6,0,5,Sometimes,223
8231826,7,1,7,Never,239
615676,6,0,6,Never,218
3795810,6,0,5,Never,227
6833888,8,2,6,Never,245
6560326,8,2,6,Never,239
7097077,6,0,5,Always,214
7006470,8,2,6,Never,237
6554806,8,2,6,Sometimes,218
6641547,7,1,5,Never,255
9341870,7,1,5,Never,228
2211467,6,0,5,Never,233
7356447,8,2,6,Never,244
5975352,7,1,5,Never,226
9104526,8,2,7,Never,244
8657610,7,1,7,Never,234
12604313,7,1,7,Never,224
6708609,7,1,6,Never,227
615811,8,2,5,Always,247
3959872,7,1,5,Never,240
5380065,8,2,5,Never,237
7251203,7,1,6,Never,214
7097077,6,0,6,Never,250
3810550,7,1,5,Never,229
2640902,7,1,5,Never,255
767999,8,2,5,Never,225
6947247,8,2,6,Never,234
7181450,6,0,6,Never,232
7102275,6,0,6,Never,221
9433120,6,0,5,Never,222
9421165,6,0,6,Never,228
8223777,8,2,7,Never,231
6624065,7,1,6,Never,245
6932495,7,1,6,Never,227
6922333,7,1,6,Never,230
11247762,8,2,7,Never,243
6745962,6,0,6,Never,232
7958080,7,1,7,Never,235
7820836,6,0,7,Never,238
6650244,6,0,6,Never,226
3836312,6,0,5,Never,246
3145409,8,2,6,Never,240
7985150,8,2,7,Never,252
7971990,6,0,5,Never,223
6579353,8,2,6,Never,233
7265468,8,2,6,Never,234
8047057,8,2,5,Never,238
5131375,8,2,5,Sometimes,220
12121789,8,2,7,Always,221
5987016,6,0,5,Never,234
7839308,8,2,6,Never,236
7995601,8,2,7,Always,225
8189587,7,1,7,Never,228
7863497,7,1,7,Never,224
2685531,7,1,6,Never,230
7917562,8,2,7,Never,234
8134553,8,2,6,Never,234
7135122,7,1,6,Never,259
9743286,8,2,7,Never,254
8020612,7,1,7,Always,223
8461376,8,2,6,Never,247
2448718,6,0,5,Never,218
8797455,7,1,7,Never,232
7791356,8,2,7,Never,237
367192,8,2,5,Never,233
6555977,8,2,7,Never,238
6559530,6,0,6,Never,224
501999,8,2,5,Never,236
6634451,8,2,6,Never,238
10393188,7,1,7,Never,219
3498360,6,0,5,Never,223
2896850,6,0,5,Never,243
10099808,6,0,7,Always,224
8797455,8,2,7,Never,240
7290152,7,1,6,Never,228
8269025,7,1,7,Never,231
8320462,7,1,7,Never,225
3141179,8,2,5,Never,229
12931705,7,1,7,Never,227
6645291,6,0,6,Never,225
9663053,7,1,6,Never,229
6919340,7,1,6,Never,236
7212062,8,2,6,Never,245
8234051,7,1,7,Never,223
6853579,6,0,6,Never,238
6532187,7,1,6,Never,232
7246145,7,1,6,Never,248
10344292,7,1,5,Never,244
3061531,8,2,5,Never,228
4432525,8,2,5,Never,240
6808832,7,1,7,Never,229
8236690,8,2,7,Never,251
7867808,6,0,7,Never,229
12564524,6,0,6,Never,229
7863497,6,0,7,Never,225
6573762,8,2,6,Never,243
11715979,6,0,7,Never,219
4061691,7,1,5,Always,229
616524,7,1,5,Never,238
3935566,8,2,5,Never,241
3498360,8,2,5,Never,230
7706294,6,0,7,Never,239
10443649,7,1,6,Never,221
8445486,8,2,6,Always,213
2486466,7,1,5,Never,247
8335249,8,2,7,Never,249
3698432,6,0,5,Never,239
5657032,7,1,6,Never,258
757373,7,1,5,Never,226
2326035,6,0,5,Never,235
7980000,6,0,7,Never,242
7126298,6,0,6,Never,228
3397033,8,2,5,Never,250
7959036,7,1,7,Always,232
6249019,7,1,6,Never,236
4226585,7,1,5,Never,230
6857469,7,1,5,Never,238
7100272,7,1,6,Never,227
502936,6,0,5,Never,238
7787952,8,2,7,Never,235
11135115,7,1,6,Never,204
588199,8,2,5,Never,232
4177568,6,0,5,Never,230
9361812,7,1,5,Never,241
946427,6,0,5,Never,241
6922724,7,1,6,Never,242
10038507,7,1,6,Never,224
7981856,6,0,7,Never,224
13413457,8,2,7,Never,254
7083416,7,1,6,Never,256
8213291,7,1,7,Never,246
8836566,6,0,5,Never,225
7218818,8,2,5,Never,235
8149631,8,2,7,Never,240
1664344,8,2,5,Never,255
6708609,7,1,6,Never,227
6692877,6,0,6,Never,245
8297843,8,2,7,Never,247
3287866,8,2,5,Never,239
6319165,6,0,5,Never,227
8032629,7,1,6,Never,257
3750795,7,1,5,Never,240
6808247,7,1,6,Never,234
500747,7,1,5,Never,229
6293190,6,0,6,Never,225
7775210,7,1,7,Never,228
1168894,7,1,5,Never,224
6847803,6,0,6,Always,204
2539748,8,2,5,Never,229
6864678,7,1,6,Never,239
8133468,7,1,5,Always,217
9184945,6,0,7,Never,234
7736924,7,1,7,Never,241
11213620,6,0,7,Never,231
5182859,6,0,5,Never,214
8307857,7,1,7,Never,245
1874551,7,1,6,Always,221
7769407,6,0,7,Never,241
6821499,8,2,5,Never,231
10405453,8,2,7,Never,234
8214700,7,1,7,Never,251
8253293,8,2,7,Never,243
8046077,8,2,7,Never,258
8591962,8,2,6,Never,237
6703372,6,0,7,Never,237
4698460,7,1,5,Sometimes,226
6872506,8,2,6,Never,241
6783244,8,2,6,Never,249
7502044,8,2,7,Never,224
8034575,8,2,7,Never,235
6995055,8,2,6,Never,237
8042705,8,2,7,Never,240
7846029,6,0,7,Never,224
11663537,7,1,5,Never,229
6546951,6,0,6,Never,243
615684,6,0,5,Never,227
8139822,6,0,7,Always,203
7760582,6,0,7,Never,233
6825850,7,1,6,Always,206
6958281,6,0,6,Never,223
2486466,8,2,5,Never,238
8704716,6,0,6,Never,232
6962688,7,1,6,Never,222
1614223,7,1,5,Never,239
10088733,6,0,5,Never,216
10379487,6,0,6,Never,232
5390435,6,0,5,Never,223
6655246,7,1,6,Never,223
3657493,8,2,5,Never,224
10753745,7,1,6,Never,231
5172004,6,0,5,Sometimes,226
4499557,7,1,6,Never,232
11306122,6,0,6,Never,221
7139500,6,0,6,Never,229
8081751,8,2,6,Never,241
8252149,8,2,7,Never,234
6553125,7,1,6,Never,232
6829678,6,0,6,Never,217
2477122,8,2,5,Never,227
7719310,7,1,7,Never,232
4390881,8,2,5,Never,234
8052417,7,1,6,Never,245
7872542,7,1,7,Never,230
3011836,8,2,5,Never,238
3127265,7,1,5,Never,225
7475179,7,1,6,Sometimes,237
7065981,8,2,6,Never,241
8005648,6,0,7,Never,231
8439052,6,0,7,Never,237
11917385,6,0,5,Never,216
8170223,7,1,7,Sometimes,233
7173172,8,2,6,Never,236
3635996,7,1,5,Never,240
5760313,8,2,5,Never,215
9912452,7,1,7,Never,223
7074271,6,0,6,Never,220
3635759,6,0,5,Never,222
7135041,7,1,6,Never,255
8047324,6,0,7,Sometimes,207
12662070,6,0,6,Never,231
6844898,8,2,6,Never,236
8761922,8,2,5,Never,241
6594190,7,1,6,Never,250
9161872,7,1,6,Never,212
6650821,7,1,5,Never,244
7037805,6,0,6,Never,229
188441,8,2,5,Never,233
7170602,6,0,6,Never,224
6521142,6,0,7,Always,207
7948395,8,2,7,Never,239
8234620,6,0,7,Never,227
2806118,8,2,6,Never,259
6562345,6,0,6,Never,236
8030308,7,1,7,Never,227
1802976,6,0,5,Never,214
6708609,6,0,6,Never,225
10772987,8,2,5,Never,248
7189761,8,2,6,Never,245
7991088,7,1,5,Never,228
7256531,8,2,5,Never,230
8231605,7,1,7,Never,227
6759289,6,0,6,Never,234
6645917,7,1,6,Never,242
6655246,8,2,6,Always,238
10990771,8,2,5,Never,240
7010451,8,2,6,Never,240
7746202,7,1,7,Never,226
6530176,8,2,6,Never,246
7273517,7,1,6,Never,230
8215588,7,1,7,Never,225
5465346,8,2,5,Never,227
7164076,8,2,7,Never,225
6645224,6,0,6,Never,220
6951740,7,1,6,Never,235
7212038,6,0,6,Never,218
7958080,6,0,7,Never,222
6530109,8,2,6,Never,247
1705245,7,1,5,Never,229
7072716,6,0,6,Never,229
7289251,7,1,6,Never,226
7787804,8,2,6,Never,222
13856367,8,2,7,Never,224
6884865,7,1,6,Never,232
6917429,8,2,6,Never,230
2712733,6,0,5,Never,221
8285454,7,1,7,Never,233
8239266,8,2,7,Never,221
8306591,6,0,6,Never,223
7346263,6,0,5,Never,225
4999134,7,1,5,Never,228
8285152,7,1,7,Always,223
6556302,7,1,6,Never,230
1057715,6,0,5,Never,223
11808047,7,1,5,Never,254
9101691,6,0,7,Never,240
6808875,8,2,6,Never,239
11262044,7,1,7,Never,230
6646514,8,2,6,Never,243
6616976,8,2,5,Never,238
3485927,8,2,5,Never,236
7216629,6,0,6,Never,230
5465265,7,1,5,Never,244
4079019,7,1,5,Never,222
7683553,8,2,7,Never,231
7247028,7,1,6,Never,228
4114213,7,1,5,Never,229
7261071,8,2,5,Never,232
8075840,6,0,7,Never,224
4068041,6,0,5,Never,227
6955002,8,2,6,Never,229
1973126,7,1,5,Never,228
6846386,7,1,6,Never,229
2686961,8,2,5,Never,236
2667657,6,0,5,Never,220
8066663,7,1,7,Never,232
6300782,8,2,5,Never,238
6996256,7,1,6,Never,232
10833730,6,0,7,Never,215
7710224,8,2,7,Never,262
4723309,8,2,5,Never,242
8029989,6,0,7,Never,236
6514561,7,1,6,Never,227
7153333,8,2,5,Never,234
6547664,8,2,7,Always,219
6920209,6,0,6,Never,229
7152256,6,0,6,Never,224
9805257,6,0,5,Never,231
9429263,8,2,6,Never,239
6551254,6,0,6,Never,222
6880525,7,1,5,Never,252
9961089,8,2,5,Never,231
6026966,8,2,5,Never,226
11436980,8,2,5,Never,230
2273977,6,0,5,Never,229
6976212,7,1,6,Never,241
8159211,7,1,5,Never,242
8174520,6,0,7,Never,215
6875831,7,1,6,Never,241
8050201,8,2,7,Never,238
12780642,7,1,7,Never,224
12142824,8,2,7,Always,214
3864537,7,1,5,Never,263
7151837,6,0,5,Never,247
1972049,6,0,5,Never,234
10375813,6,0,7,Never,220
6568076,6,0,6,Never,229
10405453,8,2,5,Never,224
7172281,8,2,6,Never,251
6731198,8,2,5,Never,244
189693,7,1,5,Always,213
6300782,7,1,5,Never,239
6565727,8,2,6,Never,229
4073398,6,0,5,Never,237
2925702,7,1,6,Never,248
7847513,7,1,7,Never,232
13587757,8,2,7,Never,234
4086988,8,2,5,Never,255
4068041,7,1,5,Never,234
5189438,6,0,5,Never,231
7208286,8,2,6,Never,219
12142824,7,1,6,Never,227
10393188,8,2,6,Never,236
4046870,6,0,5,Never,215
12976717,6,0,6,Never,231
7940459,8,2,7,Never,255
3725774,8,2,5,Never,266
2521571,8,2,5,Never,249
8197830,6,0,7,Never,232
7973330,7,1,7,Never,246
1057715,8,2,5,Never,236
7891474,7,1,7,Never,239
5631971,7,1,6,Never,229
4999509,6,0,5,Never,226
10459693,6,0,6,Never,225
11848049,6,0,7,Never,239
6690238,7,1,6,Never,233
13205889,8,2,7,Never,234
7877528,7,1,7,Never,246
8218102,8,2,7,Never,231
6570151,8,2,6,Never,240
7173997,8,2,6,Never,251
8102635,6,0,7,Never,227
9141294,6,0,7,Never,229
1888226,8,2,5,Never,243
3337189,7,1,5,Never,213
7881681,7,1,7,Never,234
6696457,7,1,6,Never,227
8464405,6,0,7,Never,230
1591495,8,2,5,Never,242
5175690,6,0,5,Never,204
6263208,7,1,5,Never,250
7695993,8,2,7,Never,234
13839217,8,2,7,Never,225
7225733,6,0,6,Never,219
7438788,6,0,7,Never,215
7976577,6,0,7,Sometimes,225
2728729,6,0,5,Never,241
9433120,6,0,6,Never,239
8290296,6,0,7,Never,230
5187338,7,1,5,Sometimes,218
11841192,8,2,6,Never,234
4627849,7,1,5,Never,232
7969252,8,2,7,Always,234
383554,8,2,5,Never,231
136247,8,2,5,Never,229
7645007,6,0,7,Sometimes,208
8325979,7,1,6,Never,254
5987016,7,1,5,Never,227
8034575,6,0,7,Never,240
6528570,7,1,6,Never,225
6919340,8,2,6,Never,242
8029989,7,1,7,Never,231
6999778,7,1,6,Never,240
8677344,8,2,6,Never,244
8124760,8,2,7,Never,228
3908798,6,0,5,Never,245
6850650,6,0,6,Never,226
6890121,8,2,6,Never,261
9446559,6,0,5,Never,218
2842513,8,2,6,Never,233
6952496,6,0,5,Never,243
6730787,8,2,6,Never,249
7896891,8,2,7,Never,245
7457138,6,0,6,Never,228
9340084,7,1,6,Never,246
946427,8,2,5,Never,233
8285152,6,0,7,Never,229
1827529,8,2,5,Never,231
9340084,7,1,7,Never,232
6616976,7,1,5,Never,237
7765509,8,2,7,Never,238
2437899,6,0,5,Never,222
7768427,6,0,7,Never,227
8105480,7,1,7,Never,238
3127265,8,2,5,Never,232
7966822,7,1,7,Never,228
10021108,8,2,5,Never,231
9418776,6,0,5,Never,233
1614223,7,1,5,Never,227
7853971,6,0,7,Always,224
8105987,6,0,7,Never,223
8141436,8,2,7,Never,238
6556302,8,2,6,Never,242
7709900,8,2,7,Never,239
7777914,6,0,7,Never,233
6913857,6,0,6,Always,217
5660491,8,2,5,Never,232
936502,6,0,5,Never,233
7777094,7,1,6,Never,245
7706324,8,2,7,Never,244
6733638,7,1,6,Never,245
6888828,6,0,6,Never,238
7209908,6,0,6,Never,235
7141696,7,1,6,Never,222
1614320,8,2,5,Never,253
4413474,6,0,5,Never,224
7632460,7,1,7,Never,221
7182198,7,1,6,Never,239
6668372,7,1,6,Never,216
8036470,8,2,7,Never,244
7138547,7,1,5,Never,218
4542673,7,1,5,Never,237
8124760,7,1,7,Never,236
7967608,7,1,7,Never,250
8220581,6,0,6,Never,225
7007051,8,2,6,Never,238
7973349,8,2,7,Never,224
3396274,6,0,5,Never,223
8231591,7,1,7,Never,232
7995474,8,2,7,Never,234
8052824,7,1,7,Never,234
2873338,8,2,6,Never,234
5571308,7,1,5,Always,219
7086598,8,2,6,Never,233
4436504,8,2,5,Never,230
11841192,7,1,6,Never,243
8044015,7,1,7,Never,246
7096135,6,0,6,Never,237
8345562,8,2,7,Never,236
7824653,7,1,7,Never,236
7712553,7,1,7,Never,243
7001681,6,0,6,Always,215
8286345,6,0,6,Never,233
6693474,8,2,6,Never,241
8150133,6,0,7,Never,249
7352336,7,1,7,Never,247
6650627,6,0,6,Never,242
7747950,6,0,7,Never,214
8041105,6,0,7,Always,218
6774563,6,0,6,Never,226
7181868,8,2,6,Never,236
7987536,7,1,7,Never,240
7256531,8,2,6,Never,264
4999770,7,1,5,Never,226
6737293,6,0,6,Never,235
9413154,6,0,7,Never,214
7289413,6,0,6,Never,236
6702759,6,0,6,Never,227
7001681,6,0,5,Always,211
7482760,8,2,6,Never,220
9141782,8,2,5,Never,230
6480799,8,2,5,Never,231
8500924,7,1,7,Never,234
6648622,7,1,6,Never,233
8154023,7,1,7,Never,236
3022935,8,2,5,Never,235
7290152,7,1,6,Never,240
6576559,7,1,6,Never,223
7741448,8,2,7,Never,249
12450235,7,1,7,Never,237
7037805,7,1,6,Never,242
1705245,8,2,5,Never,234
7354606,8,2,6,Never,252
7720521,8,2,7,Never,249
2712733,6,0,5,Never,229
11253118,7,1,6,Never,236
7046960,6,0,6,Never,231
7728379,8,2,7,Never,246
6742858,7,1,7,Never,234
6699294,8,2,7,Never,237
7978634,6,0,7,Never,235
7793391,8,2,7,Never,215
10379487,8,2,5,Never,232
7052677,8,2,6,Never,230
2630788,7,1,5,Never,237
9066764,8,2,6,Never,238
4064925,7,1,5,Never,244
4414004,6,0,5,Never,243
8022208,7,1,7,Never,232
2506394,7,1,5,Never,238
6559441,6,0,6,Never,240
8814651,8,2,7,Never,251
8202486,8,2,7,Never,248
8099421,8,2,6,Never,220
8030308,7,1,7,Never,240
6829678,8,2,6,Never,236
7746202,8,2,7,Never,236
6628303,7,1,6,Never,239
8188912,7,1,7,Never,249
8665311,7,1,7,Never,245
1576151,7,1,5,Never,220
8203059,7,1,7,Never,254
8279063,8,2,7,Never,230
1746782,6,0,5,Never,221
8450455,6,0,7,Never,213
11645407,7,1,6,Never,230
7037716,7,1,6,Never,226
8047057,6,0,7,Never,226
6475922,7,1,5,Never,232
8157391,7,1,7,Never,239
7112572,7,1,6,Always,232
12976776,7,1,6,Never,248
3337189,7,1,5,Never,227
7137079,8,2,6,Never,243
4046870,6,0,5,Never,244
502618,6,0,5,Never,222
452394,6,0,5,Never,230
6532195,6,0,6,Never,239
4451902,7,1,5,Never,227
2365715,6,0,5,Sometimes,203
7741448,6,0,7,Never,213
1151894,6,0,5,Never,222
825336,7,1,5,Never,227
6851843,8,2,6,Never,222
7854498,6,0,7,Never,225
11044101,7,1,5,Never,248
6931839,6,0,5,Never,217
7078463,6,0,6,Never,222
6565425,7,1,6,Never,249
9781315,6,0,7,Sometimes,213
6579353,8,2,6,Never,247
7838611,6,0,7,Never,226
7116616,7,1,6,Never,252
8194254,7,1,7,Never,238
6931839,6,0,6,Never,217
5939879,8,2,5,Never,233
7100876,8,2,5,Sometimes,233
6808247,7,1,6,Never,235
6945643,8,2,6,Never,243
1172522,7,1,5,Never,242
6529399,7,1,5,Never,220
6699510,7,1,6,Never,236
7997035,6,0,7,Never,233
11848049,8,2,6,Never,228
4886569,7,1,5,Never,242
6512224,7,1,7,Never,228
8033528,7,1,7,Never,248
6567231,6,0,6,Never,221
7946635,6,0,6,Never,219
11841192,7,1,7,Never,239
7083416,6,0,6,Never,218
7134487,7,1,6,Never,235
8004730,8,2,7,Never,249
10795022,7,1,5,Never,239
6594425,7,1,6,Never,230
8135088,7,1,7,Never,244
7044062,6,0,6,Never,216
3935078,8,2,5,Always,231
6597548,7,1,5,Never,232
6819338,8,2,6,Never,239
10172203,7,1,5,Never,234
9054006,8,2,7,Never,248
6532187,8,2,6,Never,252
7979347,6,0,7,Always,223
383678,6,0,5,Always,221
6814867,8,2,5,Never,243
6619541,8,2,6,Never,234
8059063,6,0,7,Never,223
7947372,8,2,7,Never,234
8178399,7,1,7,Never,228
8178674,6,0,7,Never,221
7065698,7,1,6,Never,236
6933912,6,0,6,Never,221
3061531,7,1,6,Always,230
7181868,6,0,6,Never,230
3976645,8,2,5,Never,233
8074070,8,2,7,Never,246
6932495,6,0,6,Always,223
10130780,7,1,6,Never,238
10076972,8,2,6,Never,243
4914759,7,1,5,Never,224
8337152,6,0,7,Never,230
8038341,6,0,7,Never,222
6634648,6,0,6,Never,235
1973126,7,1,5,Never,233
6530613,8,2,6,Never,249
4768515,6,0,5,Never,229
8033528,7,1,7,Sometimes,237
8229988,8,2,7,Never,237
5569842,6,0,5,Never,222
10039910,8,2,6,Never,239
6914446,7,1,6,Never,236
8472165,8,2,6,Never,225
936146,8,2,5,Never,250
6694276,7,1,5,Never,234
9377743,8,2,6,Never,227
6745962,7,1,6,Never,233
2213753,6,0,5,Always,234
3397114,6,0,5,Always,214
4713575,7,1,5,Never,228
13006444,8,2,6,Never,240
616516,8,2,5,Never,235
6743218,8,2,6,Never,237
2705974,8,2,5,Never,263
6634400,8,2,6,Never,257
6702651,8,2,6,Never,245
8817766,6,0,7,Never,227
7094388,6,0,6,Never,206
1756273,8,2,5,Always,217
7174098,7,1,6,Never,241
11482818,7,1,6,Never,237
7793073,8,2,7,Never,234
7140746,8,2,6,Never,235
7988559,7,1,7,Never,237
4451902,7,1,5,Never,241
6641288,8,2,6,Never,230
6635091,7,1,6,Never,246
4109414,7,1,5,Never,225
2497158,8,2,5,Never,234
7867808,7,1,7,Never,226
8178666,6,0,7,Never,219
6673791,6,0,6,Never,238
6706525,7,1,6,Never,251
7736010,8,2,7,Never,232
10833730,8,2,6,Never,241
5380065,7,1,5,Never,236
10814809,8,2,5,Never,225
5998662,8,2,5,Never,248
7948158,8,2,7,Never,263
6829678,8,2,6,Never,246
8032939,7,1,7,Never,229
2942313,7,1,5,Never,221
6694926,6,0,6,Never,230
6729428,6,0,6,Never,220
4073533,8,2,5,Never,246
7725590,6,0,7,Never,233
8233268,6,0,7,Never,250
5631971,8,2,5,Never,229
4723309,7,1,5,Never,227
8830398,8,2,7,Never,253
5962757,7,1,6,Always,218
891339,7,1,5,Never,227
6559565,7,1,6,Never,234
6735355,8,2,7,Never,227
9651071,7,1,5,Never,245
6701027,7,1,5,Never,235
8166544,8,2,6,Never,247
8092435,6,0,7,Never,227
7220030,6,0,6,Never,238
7062435,6,0,6,Never,218
8340250,7,1,7,Never,246
9289860,7,1,7,Never,221
5656265,8,2,5,Never,241
7973705,6,0,7,Never,227
6275869,8,2,5,Never,253
8194254,7,1,7,Never,241
8293406,6,0,7,Never,226
7112653,6,0,6,Never,233
6654983,8,2,6,Never,237
2365243,8,2,5,Never,224
7493215,8,2,7,Never,239
6850111,7,1,6,Never,243
6557856,6,0,6,Never,225
8301441,6,0,7,Never,227
5479924,8,2,6,Never,241
9066640,8,2,7,Never,253
500828,8,2,5,Never,238
3660338,6,0,5,Never,217
12021334,7,1,6,Never,247
6314783,8,2,5,Never,251
9775080,8,2,6,Never,236
7313365,6,0,6,Never,227
9316582,6,0,6,Never,228
7696930,8,2,7,Never,235
970972,6,0,5,Never,236
6701027,7,1,6,Never,231
9184945,8,2,7,Never,238
6720471,7,1,6,Always,225
6688780,8,2,6,Never,249
11841192,6,0,6,Never,236
7973349,7,1,7,Never,240
6311504,7,1,5,Always,234
3472175,6,0,5,Never,237
7784708,7,1,7,Never,233
10833730,7,1,5,Never,234
7036841,8,2,5,Never,239
6527043,6,0,6,Never,222
8343470,8,2,7,Never,224
5631564,8,2,7,Always,229
6812104,8,2,6,Never,234
7357206,7,1,6,Never,226
903647,8,2,5,Never,239
5115876,8,2,5,Never,236
3118304,7,1,5,Never,237
7233957,7,1,5,Never,231
6926932,7,1,5,Never,240
10439129,8,2,6,Never,231
8453276,7,1,5,Never,238
2862689,7,1,5,Never,219
8864713,6,0,7,Never,230
8101361,8,2,7,Never,234
6458718,6,0,5,Always,222
7720521,8,2,7,Never,258
1818813,7,1,5,Never,229
8116512,6,0,7,Never,234
9609695,6,0,7,Never,222
2342936,7,1,5,Never,232
260517,8,2,6,Always,222
4542673,8,2,6,Never,233
6771610,7,1,6,Never,217
713309,8,2,5,Never,230
7638795,8,2,7,Never,232
8170479,8,2,7,Never,238
6955002,8,2,6,Never,224
6771610,6,0,6,Never,244
6454720,7,1,5,Never,228
6622879,6,0,5,Never,238
6687849,6,0,6,Never,233
7222467,8,2,5,Never,235
674613,7,1,5,Never,223
7889917,7,1,7,Never,228
6952933,8,2,6,Never,227
7110081,8,2,6,Never,248
4447700,8,2,5,Never,246
6838146,7,1,5,Never,231
5390036,7,1,5,Always,222
825336,7,1,5,Always,224
6733875,7,1,7,Never,225
2483017,8,2,5,Never,239
7356447,6,0,5,Always,225
188441,8,2,5,Never,232
3000354,7,1,5,Never,262
10567364,7,1,5,Never,226
379158,8,2,5,Always,227
6890156,6,0,6,Never,232
4373545,7,1,5,Never,229
7160259,7,1,6,Never,222
7988966,6,0,7,Never,223
4003454,7,1,5,Never,245
7981392,7,1,7,Never,231
794597,7,1,5,Never,236
11465727,8,2,5,Never,248
2196859,6,0,5,Never,221
6607462,6,0,6,Never,223
2775743,8,2,5,Never,224
8349479,6,0,5,Never,233
8154244,7,1,5,Never,248
6808638,7,1,6,Always,221
9704787,6,0,7,Never,233
12079324,7,1,6,Never,235
8222517,6,0,7,Never,209
8560897,7,1,5,Never,217
6693997,8,2,6,Never,247
8024383,7,1,7,Never,234
7991088,7,1,6,Never,233
8333831,7,1,7,Always,222
6896715,6,0,6,Never,225
3836266,8,2,5,Never,242
2937298,7,1,5,Never,274
5656303,6,0,5,Never,240
1874403,7,1,5,Never,232
7772092,8,2,7,Sometimes,224
1077937,8,2,5,Always,224
10602828,8,2,5,Never,236
6703372,8,2,6,Never,237
7974531,8,2,7,Never,233
7095775,6,0,6,Never,232
6913334,7,1,6,Never,224
6995055,8,2,6,Always,218
7004788,8,2,6,Never,267
6205119,7,1,5,Never,229
6448550,6,0,5,Never,233
6673406,6,0,5,Never,226
13387561,6,0,7,Never,249
6479863,6,0,5,Never,200
7775008,7,1,6,Sometimes,222
6610161,6,0,6,Never,209
7007701,8,2,6,Always,239
11330430,6,0,7,Never,224
8804966,7,1,7,Never,237
8142513,6,0,7,Never,232
8864713,8,2,5,Never,234
